pId,pName,clicks,carts,orders,conversion_rate
CL0033899,Beaded stretch crepe A-line dress,206,6,2,0.009708737864077669
CL0031218,Cotton poplin sheath dress,103,8,1,0.009708737864077669
CL0036952,V-neck strap crop tank,310,8,3,0.00967741935483871
CL0037022,Floral splash print full skirt,518,7,5,0.009652509652509652
CL0036865,Summer floral cotton shirtdress,2073,48,20,0.00964785335262904
CL0032926,Floral folk chambray denim top,624,15,6,0.009615384615384616
CL0036751,Patchwork print jogger pants,520,4,5,0.009615384615384616
CL0034041,Rose embellished colorblock poplin skirt,208,10,2,0.009615384615384616
CL0036647,Ruffle hem cotton check shirtdress,1460,39,14,0.009589041095890411
CL0036740,Elastic waist tie-dye maxi dress,313,8,3,0.009584664536741214
CL0036929,Contrast collar woven check shirtdress,2199,44,21,0.009549795361527967
CL0034355,Copper embroidered voile tunic,735,35,7,0.009523809523809525
CL0031980_OS,Name N/A,105,0,1,0.009523809523809525
CL0035968,Split neck gingham check sheath dress,631,11,6,0.009508716323296355
CL0026089,Havana dress,1263,44,12,0.009501187648456057
CL0032375,Bird print cotton poplin dress,2112,77,20,0.00946969696969697
CL0029448,Cotton knit high/low hem top,1058,21,10,0.00945179584120983
CL0025509_OS,Name N/A,106,0,1,0.009433962264150943
CL0036808,Blouson cotton knit dress,1061,33,10,0.00942507068803016
CL0035866,Banded stripe retro poplin frock,849,30,8,0.009422850412249705
CL0036357,Stripe print chiffon gaucho pants,320,5,3,0.009375
CL0026896,Pintuck pleat poplin skirt,1174,41,11,0.009369676320272573
CL0032116,Embellished cotton voile tunic dress,854,47,8,0.00936768149882904
CL0036290,Embellished florals poplin dress,642,14,6,0.009345794392523364
CL0036940,Parrot stripe print pleated skirt,322,13,3,0.009316770186335404
CL0033934,Alexandra dress,1825,60,17,0.009315068493150684
CL0030370,Pleat waist poplin shirtdress,9571,367,89,0.009298923832410407
CL0036641,Dot embellished banded waist poplin dress,1399,26,13,0.009292351679771264
CL0036236,Waterfall frill georgette tunic,540,17,5,0.009259259259259259
CL0036720,Waverley dress,325,1,3,0.009230769230769232
CL0034673,Floral print blouson knit dress,1953,48,18,0.009216589861751152
CL0035581,Skater style cotton knit dress,2720,44,25,0.009191176470588236
CL0034957,Leafy vine embellished crepe dress,109,4,1,0.009174311926605505
CL0037019,Bold stripe cold shoulder knit top,655,13,6,0.00916030534351145
CL0036930,Floral print elastic waist crepe dress,437,6,4,0.009153318077803204
CL0035621,Heart print jersey knit keyhole dress,656,22,6,0.009146341463414634
CL0031440,Cotton poplin wrap blouse,219,16,2,0.0091324200913242
CL0034566,Cotton poplin tunic shirt,329,6,3,0.00911854103343465
CL0029110,Grecian goddess knit dress,1320,62,12,0.00909090909090909
CL0032309_OS,Name N/A,110,0,1,0.00909090909090909
CL0034410,Graphic embellished two tone knit sheath dress,991,32,9,0.009081735620585268
CL0035485,Cotton chambray denim mini skort,441,22,4,0.009070294784580499
CL0036587,Woven check cotton high low shirtdress,777,4,7,0.009009009009009009
CL0031732,Draped seam knit dress,111,3,1,0.009009009009009009
CL0034462,Spectacle embellished poplin full skirt,1556,44,14,0.008997429305912597
CL0029259,Cowl neck jersey knit dress,667,7,6,0.008995502248875561
CL0031814,Skater style cotton knit dress,2117,50,19,0.008974964572508267
CL0030165,Red heart embellished retro frock,780,33,7,0.008974358974358974
CL0036436,Split neck sheath dress,1228,37,11,0.008957654723127036
CL0036708,Contrast trim balloon print maxi dress,2124,64,19,0.008945386064030132
CL0036217_OS,Name N/A,112,0,1,0.008928571428571428
CL0035566,Pleated diamond knit dress,1575,37,14,0.008888888888888889
CL0028787,Tie neck cotton knit dress,1016,45,9,0.008858267716535433
CL0032320_OS,Name N/A,113,0,1,0.008849557522123894
CL0035214,Floral embellished voile caftan top,452,12,4,0.008849557522123894
CL0036401,Elastic waist tile print skirt,1130,31,10,0.008849557522123894
CL0036247,Split neck graphic embroidery dress,679,11,6,0.008836524300441826
CL0036610,Stripe embellished waistband knit dress,2154,45,19,0.008820798514391829
CL0025087,Draped neck tulle tank,681,17,6,0.00881057268722467
CL0031215,Pleat waist poplin shirtdress,227,27,2,0.00881057268722467
CL0032028,Denim chambray cotton shirtdress,2049,51,18,0.008784773060029283
CL0034522,Banded stripe contrast tulle skirt,1708,43,15,0.008782201405152224
CL0030936_OS,Name N/A,114,0,1,0.008771929824561403
CL0031510,Draped cotton knit top,799,25,7,0.008760951188986232
CL0034251,Contrast floral vine embellished poplin dress,572,6,5,0.008741258741258742
CL0036576,Cactus print off-shoulder dress,573,1,5,0.008726003490401396
CL0034370_OS,Name N/A,115,0,1,0.008695652173913044
CL0036985,Embellished bib high-low hem dress,1845,21,16,0.008672086720867209
CL0034788,Pleated diamond cotton knit dress,231,4,2,0.008658008658008658
CL0031915,Cotton knit curved waist dress,1618,60,14,0.00865265760197775
CL0031947,Colorblock retro poplin frock,2774,102,24,0.008651766402307137
CL0029092,Vintage style knit dress,3122,70,27,0.008648302370275465
CL0035584,Piped trim cotton knit dress,810,49,7,0.008641975308641974
CL0034214,Two tone bird print cotton dress,1391,36,12,0.008626887131560028
CL0037210,Sash tie polka dot chambray maxi dress,1625,30,14,0.008615384615384615
CL0032875,Asymmetric collar cotton knit top,1047,46,9,0.008595988538681949
CL0036784,Floral stretch sateen utility cargo pants,233,9,2,0.008583690987124463
CL0036373_OS,Name N/A,117,0,1,0.008547008547008548
CL0035604_OS,Name N/A,117,0,1,0.008547008547008548
CL0036379,Split neck melange knit tunic dress,1881,56,16,0.008506113769271665
CL0027313,Chateau cotton poplin dress,3645,79,31,0.00850480109739369
CL0036406,Floral tile print stretch cotton shift dress,1296,33,11,0.008487654320987654
CL0037100,Smocked poplin seersucker stripe shirtdress,472,1,4,0.00847457627118644
CL0036806,Retro chambray shirtdress,8407,227,71,0.008445343166408945
CL0034656,Denim chambray top stitched skirt,711,10,6,0.008438818565400843
CL0036485,Brooklyn dress,3204,171,27,0.008426966292134831
CL0035883,Contrast trim poplin dress,2977,110,25,0.008397715821296607
CL0037204,Hacci knit drape front cardigan,835,19,7,0.008383233532934131
CL0033208,Adelyn dress,716,14,6,0.008379888268156424
CL0036957,Cotton knit elastic waist maxi dress,838,19,7,0.008353221957040573
CL0036686_OS,Name N/A,120,0,1,0.008333333333333333
CL0026362,Trellis pleat knit dress,961,32,8,0.008324661810613945
CL0032580_OS,Name N/A,121,0,1,0.008264462809917356
CL0036848,Cotton knit elastic drawstring skirt,727,24,6,0.008253094910591471
CL0036854,Layered asymmetric hem chiffon top,243,4,2,0.00823045267489712
CL0029098,Pleated cotton knit dress,854,41,7,0.00819672131147541
CL0036760,Floral lace organza print dress,245,7,2,0.00816326530612245
CL0036898,Swiss dot cotton sleeveless shirt,368,17,3,0.008152173913043478
CL0035336,Floral embroidery tiered cotton knit dress,982,19,8,0.008146639511201629
CL0030567,Feminine pleated knit dress,6882,242,56,0.008137169427492008
CL0036903,Cotton pinstripe embellished shift dress,1599,17,13,0.008130081300813009
CL0031286,Floral embellished faux-wrap dress,123,15,1,0.008130081300813009
CL0036927,Belted check print cotton dress,861,9,7,0.008130081300813009
CL0036386,Ikat stripe print cotton knit dress,1846,43,15,0.008125677139761646
CL0037045,Ruffled asymmetric hem chiffon print dress,493,2,4,0.008113590263691683
CL0034456,Notch neck belted poplin dress,865,18,7,0.008092485549132947
CL0028105,Sash belted cotton poplin dress,1984,17,16,0.008064516129032258
CL0034517,Chevron stripe colorblock maxi dress,6229,228,50,0.008026970621287526
CL0031241,Graphic embroidery retro dress,125,19,1,0.008
CL0033568,Sequin cap sleeve top,503,23,4,0.007952286282306162
CL0034556_OS,Name N/A,126,0,1,0.007936507936507936
CL0036713,Floral print banded trim wrap dress,379,8,3,0.0079155672823219
CL0036293,Floral embellished tunic dress,253,9,2,0.007905138339920948
CL0035177,Arbor cotton knit dress,1013,31,8,0.007897334649555774
CL0036475,Notch neck belted lace dress,1902,30,15,0.007886435331230283
CL0033639,Chambray denim tunic shirt,1396,41,11,0.007879656160458453
CL0036112_OS,Name N/A,127,0,1,0.007874015748031496
CL0036447,Tropical print sash tied dress,254,3,2,0.007874015748031496
CL0036653,Contrast trim graphic floral dress,1273,29,10,0.007855459544383346
CL0037095,Chambray denim maxi shirtdress,1402,14,11,0.007845934379457917
CL0033316_OS,Name N/A,256,0,2,0.0078125
CL0035464,Havana dress,128,6,1,0.0078125
CL0034540,Bib front cotton jersey knit dress,898,21,7,0.0077951002227171495
CL0036804,Arbor cotton knit dress,1796,25,14,0.0077951002227171495
CL0037006,Floral tile print trapeze dress,1546,30,12,0.007761966364812419
CL0033593,Bubble knit sash tied shirtdress,902,18,7,0.007760532150776054
CL0035107,Floral bloom illusion bodice dress,387,8,3,0.007751937984496124
CL0035264,Floral lace shift dress,129,4,1,0.007751937984496124
CL0034569,Colorblock stripe cotton knit dress,517,6,4,0.007736943907156673
CL0036882,Contrast trim georgette maxi dress,1165,5,9,0.007725321888412017
CL0036737,Floral lace bib cold shoulder top,1036,20,8,0.007722007722007722
CL0035797,Trees digital print shift dress,1555,35,12,0.0077170418006430866
CL0029240,Colorblock cotton knit dress,778,18,6,0.007712082262210797
CL0035937,Floral neck jersey stripe sheath dress,520,4,4,0.007692307692307693
CL0034716,Floral embellished tulle dress,390,10,3,0.007692307692307693
CL0031095_OS,Name N/A,130,0,1,0.007692307692307693
CL0036852,Floral print cotton knit shirtdress,1823,37,14,0.007679648930334613
CL0036480,Shawl collar sash waist floral crepe dress,1173,31,9,0.0076726342710997444
CL0027567_OS,Name N/A,261,0,2,0.007662835249042145
CL0028782,Pleated cotton knit tunic,394,8,3,0.007614213197969543
CL0036911,Cross strap tropical print crepe dress,264,9,2,0.007575757575757576
CL0035417,Scallop eyelash trim floral lace top,132,5,1,0.007575757575757576
CL0035468,Scallop trim cotton poplin dress,132,8,1,0.007575757575757576
CL0036747,Graphic mixed fruit print dress,2774,43,21,0.007570295602018745
CL0036210,Elastic belt denim chambray full skirt,661,19,5,0.007564296520423601
CL0036047,Tile print crepe sash tied maxi dress,1059,13,8,0.007554296506137866
CL0037226,Shawl collar polka dot chiffon maxi shirtdress,1459,15,11,0.0075394105551747775
CL0036725,Tropical floral print skater dress,797,38,6,0.0075282308657465494
CL0036481,Landscape print jersey knit long skirt,1462,38,11,0.007523939808481532
CL0036067,Floral embellished knit caftan top,266,11,2,0.007518796992481203
CL0034650,Faux button paisley print chambray skirt,133,4,1,0.007518796992481203
CL0033711_OS,Name N/A,133,0,1,0.007518796992481203
CL0032769,Floral spray embroidered dress,1464,32,11,0.007513661202185792
CL0035885,Tulle layer chambray floral dress,1732,27,13,0.007505773672055427
CL0035639,Elastic belted jersey stripe dress,1603,32,12,0.007485963817841547
CL0036733,Textured diamond chiffon split neck tunic,670,22,5,0.007462686567164179
CL0026054,Shawl collar poplin shirtdress,3487,111,26,0.007456266131344996
CL0035941,Pink flamingo print jacquard dress,1751,21,13,0.0074243289548829245
CL0035161,Colorblock cotton knit wrap dress,943,27,7,0.007423117709437964
CL0035110,Heather dress,271,2,2,0.007380073800738007
CL0036750,Floral stripe print stretch sateen dress,2583,60,19,0.007355787843592722
CL0033432,Lace trim floral embellished top,272,15,2,0.007352941176470588
CL0033977_OS,Name N/A,137,0,1,0.0072992700729927005
CL0035488,Stretch twill ankle pants,274,14,2,0.0072992700729927005
CL0036509,Bold graphic print flared skirt,686,18,5,0.007288629737609329
CL0035028,Buckle front cotton knit dress,1373,31,10,0.007283321194464676
CL0034224_OS,Name N/A,138,0,1,0.007246376811594203
CL0036558,Graphic trim cotton check romper,830,27,6,0.007228915662650603
CL0036838,Hound dog print contrast trim top,693,18,5,0.007215007215007215
CL0034072,Embellished tile pattern poplin dress,694,26,5,0.007204610951008645
CL0035588,Colorblock A-line poplin dress,2225,70,16,0.0071910112359550565
CL0036534,Barely there cap sleeve eyelet blouse,418,12,3,0.007177033492822967
CL0035505,Stretch twill wide leg pants,976,7,7,0.007172131147540984
CL0033318,Kayla dress,5174,181,37,0.007151140316969463
CL0036451,Polka dot jacquard colorblock knit dress,1400,30,10,0.007142857142857143
CL0035891,Cutout dandelion print cotton maxi,561,16,4,0.0071301247771836
CL0035055,Havana dress,421,26,3,0.007125890736342043
CL0035788,Split neck vibrant chiffon top,702,11,5,0.007122507122507123
CL0035501,Stretch ponte knit wide leg pants,281,11,2,0.0071174377224199285
CL0033768,Tie neck poplin dress,7175,230,51,0.00710801393728223
CL0036393,Piped trim polka dot print dress,3096,64,22,0.0071059431524547806
CL0034628,Filigree embellished poplin dress,1831,37,13,0.0070999453850355
CL0031588,Chevron stripe colorblock maxi dress,141,13,1,0.0070921985815602835
CL0037126,Graphic flying bird print tank,1270,32,9,0.007086614173228346
CL0036847,Floral embellished voile caftan top,567,8,4,0.007054673721340388
CL0036366,Floral embellished hacci knit dress,1992,12,14,0.007028112449799197
CL0036295,Banded stripe cotton floral dress,854,19,6,0.00702576112412178
CL0036444,Mesh inserts floral sateen skirt,285,6,2,0.007017543859649123
CL0029100,Draped front cotton knit dress,1141,25,8,0.007011393514460999
CL0032796,Pintucked bib chambray trapeze dress,2283,60,16,0.00700832238282961
CL0036902,Graphic floral print colorblock dress,3999,58,28,0.007001750437609402
CL0034516,Chevron stripe colorblock maxi dress,29144,2181,204,0.006999725500960747
CL0036163,Floral embellished chiffon trapeze dress,286,0,2,0.006993006993006993
CL0035070,Amelia dress,1003,8,7,0.006979062811565304
CL0036786,Stripe print crepe jogger pants,144,9,1,0.006944444444444444
CL0037090,Open front short knit bolero,577,12,4,0.006932409012131715
CL0035569,Sash waist chambray dress,5338,128,37,0.006931434994379917
CL0036667,Angled hem graphic bib chiffon tunic,722,8,5,0.006925207756232687
CL0036739,Handkerchief hem floral chiffon dress,1878,22,13,0.006922257720979766
CL0033342,Split neck cotton knit tunic,579,28,4,0.0069084628670120895
CL0027567,Elastic waist chambray maxi dress,13234,452,91,0.0068762278978389
CL0035880,Gingham check cotton belted shirtdress,1601,40,11,0.006870705808869456
CL0036983,Heather stripe knit faux-wrap skirt,583,17,4,0.00686106346483705
CL0032757,Dahlia crinoline,3806,138,26,0.006831318970047294
CL0036704,Vintage key print cotton skirt,147,2,1,0.006802721088435374
CL0036797,Vintage denim chambray dress,4264,124,29,0.006801125703564728
CL0036367,Hacci knit dolman sleeve tee,1178,20,8,0.006791171477079796
CL0035991,Split neck graphic print sheath dress,1477,47,10,0.006770480704129994
CL0035822,Draped light jersey knit tunic,888,20,6,0.006756756756756757
CL0035804,Banded stripe cotton poplin dress,2233,69,15,0.006717420510523959
CL0034460,Floral embellished A-line retro frock,3128,35,21,0.006713554987212276
CL0032773,Bird print wrap blouse,596,26,4,0.006711409395973154
CL0033188,Floral sequin pencil skirt,298,13,2,0.006711409395973154
CL0037082,Pleated surplice cotton knit wrap dress,3879,82,26,0.006702758442897654
CL0034336,Contrast trim sash tied knit shirtdress,597,24,4,0.006700167504187605
CL0037278,Tile print crepe tunic shirt,450,10,3,0.006666666666666667
CL0035510,Pleat front ankle pants,450,6,3,0.006666666666666667
CL0028006,Chelsea dress,902,27,6,0.0066518847006651885
CL0027563_OS,Name N/A,151,0,1,0.006622516556291391
CL0036244,Asymmetric layered stretch crepe dress,454,22,3,0.006607929515418502
CL0037039,Floral stripe print belted dress,5015,134,33,0.006580259222333001
CL0034364,Grace dress,152,5,1,0.006578947368421052
CL0037233,Name N/A,152,0,1,0.006578947368421052
CL0035874,Graphic radiating print georgette maxi dress,2286,37,15,0.006561679790026247
CL0032963,Dahlia crinoline,305,16,2,0.006557377049180328
CL0027426,Beau belle chambray blouse,2150,30,14,0.0065116279069767444
CL0033988,Cutout shoulder geo print dress,1230,39,8,0.0065040650406504065
CL0037189,Tie-neck ponte knit dress,923,17,6,0.0065005417118093175
CL0036809,Tie-neck cotton knit dress,3693,82,24,0.006498781478472786
CL0030035_OS,Name N/A,154,0,1,0.006493506493506494
CL0035064,Virginia dress,309,6,2,0.006472491909385114
CL0035557,Sheer chiffon print kimono top,464,4,3,0.00646551724137931
CL0031331_OS,Name N/A,155,0,1,0.0064516129032258064
CL0035664,Polka dot chiffon surplice dress,1242,68,8,0.00644122383252818
CL0035943,Cotton check shawl collar dress,311,14,2,0.006430868167202572
CL0037109,Embellished poplin shift dress,2333,49,15,0.006429489927132447
CL0034832,Vibrant floral bib maxi dress,2339,48,15,0.006412997007268063
CL0036661,Floral print chiffon sash tied shift dress,940,16,6,0.006382978723404255
CL0034945,Floral embellished A-line poplin dress,2194,61,14,0.006381039197812215
CL0034243,Chiffon print blouson maxi dress,2195,23,14,0.006378132118451025
CL0037129,Floral print drop waist dress,473,4,3,0.006342494714587738
CL0035176_OS,Name N/A,158,0,1,0.006329113924050633
CL0036630,Woven check sleeveless shirt,317,15,2,0.006309148264984227
CL0035686,Front zip khaki knit jacket,793,27,5,0.006305170239596469
CL0036563,Pleat front cotton blend skirt,318,12,2,0.006289308176100629
CL0033959,Embroidered peasant crinkle cotton dress,159,6,1,0.006289308176100629
CL0036152,Floral crochet lace crop top,478,28,3,0.006276150627615063
CL0034486,Colorblock print elastic waist chiffon dress,481,19,3,0.006237006237006237
CL0033770,Belted chambray denim shirtdress,1604,133,10,0.006234413965087282
CL0037123,Stripe georgette print shift dress,1445,27,9,0.006228373702422145
CL0036860,Pintuck pleat crinkle cotton trapeze dress,2730,24,17,0.0062271062271062275
CL0037148,Large button pocket knit dress,2088,41,13,0.006226053639846743
CL0037037,Chevron stripe colorblock skirt,1126,20,7,0.006216696269982238
CL0036346,Ruffle front white cotton shirt,323,6,2,0.006191950464396285
CL0035406,Contrast trim floral embellished chambray dress,2100,59,13,0.006190476190476191
CL0036918,Graphic stripe print sash-waist dress,1136,17,7,0.006161971830985915
CL0035486,Stretch twill ankle pants,650,17,4,0.006153846153846154
CL0035568,Embellished bib cotton voile tunic,325,9,2,0.006153846153846154
CL0035932,Side stripe floral print jogger pants,163,0,1,0.006134969325153374
CL0032653_OS,Name N/A,163,0,1,0.006134969325153374
CL0033814,Houndstooth mod shift dress,163,0,1,0.006134969325153374
CL0037096,Elastic waist gingham maxi dress,6848,103,42,0.006133177570093458
CL0036846,Flutter sleeve gingham check shift dress,979,20,6,0.006128702757916241
CL0036258,Galloping horses print cotton wrap dress,1634,34,10,0.006119951040391677
CL0032948,Owl embellished two tone poplin dress,2785,47,17,0.006104129263913824
CL0032310,Cotton knit fit and flare dress,16234,350,99,0.006098312184304546
CL0035153_OS,Name N/A,164,0,1,0.006097560975609756
CL0034465,Asymmetric hem cotton knit dress,822,22,5,0.006082725060827251
CL0033317,Kayla dress,988,26,6,0.006072874493927126
CL0033702,Sequin front cotton knit tank top,660,13,4,0.006060606060606061
CL0036706,Marilyn dress,1490,38,9,0.006040268456375839
CL0036645,Pleat sash waist paisley chambray dress,497,12,3,0.006036217303822937
CL0035889,Contrast floral embroidery poplin dress,2155,52,13,0.0060324825986078886
CL0035586,Cowl collar with ties ponte dress,1163,17,7,0.0060189165950128975
CL0035622,Colorblock stripe poplin dress,2330,65,14,0.006008583690987125
CL0035466,Angled waist poplin shirtdress,333,6,2,0.006006006006006006
CL0036769,Dog print crepe A-line skirt,1000,29,6,0.006
CL0036360,Embroidered light cotton tank,335,6,2,0.005970149253731343
CL0034439,Show your stripes knit dress,1677,55,10,0.005963029218843173
CL0036933,Empire waist graphic print crepe dress,2013,34,12,0.005961251862891207
CL0034970,Havana dress,1007,24,6,0.005958291956305859
CL0032551,Trapunto trim cotton poplin dress,1511,37,9,0.005956320317670417
CL0036758,Bird print pleated cotton knit dress,16343,340,97,0.005935262803646821
CL0036249,Floral print chiffon tassel tie dress,1522,19,9,0.005913272010512484
CL0035205,Floral embellished chambray shift dress,1185,25,7,0.00590717299578059
CL0035420,Chambray denim seamed empire sheath dress,1863,42,11,0.005904455179817499
CL0037213,Pleat front ikat check maxi dress,1019,12,6,0.005888125613346418
CL0037020,Lace-up neck tiered knit dress,1022,12,6,0.005870841487279843
CL0031348,Front cutout cotton knit maxi dress,1536,34,9,0.005859375
CL0034527,Paisley embellished voile tunic dress,854,26,5,0.00585480093676815
CL0030669,Cutout cotton knit maxi dress,343,4,2,0.0058309037900874635
CL0036292,Contrast trim rose print dress,858,27,5,0.005827505827505828
CL0036513,Poppy fields print crepe belted shirtdress,1890,35,11,0.00582010582010582
CL0036970,Graphic print chiffon slipdress,172,0,1,0.005813953488372093
CL0036955,Cotton knit drop yoke skirt,172,8,1,0.005813953488372093
CL0037001,Graphic rose stripe print shift dress,860,19,5,0.005813953488372093
CL0037064,Tie front cotton knit shrug,518,18,3,0.005791505791505791
CL0034667,Anchor embellished colorblock dress,2593,87,15,0.005784805244890089
CL0034005_OS,Name N/A,173,0,1,0.005780346820809248
CL0030645,Polka dot embellished crepe wrap blouse,173,0,1,0.005780346820809248
CL0026994,Lilian dress,2595,66,15,0.005780346820809248
CL0036841,The leanear pleat knit skirt,693,4,4,0.005772005772005772
CL0036945,Mosaic tile print drop yoke skirt,869,24,5,0.005753739930955121
CL0036341,Abstract stripe shark bite tank,348,5,2,0.005747126436781609
CL0036294,Natalie dress,700,19,4,0.005714285714285714
CL0034667_OS,Name N/A,175,0,1,0.005714285714285714
CL0036353,Olivia dress,1401,44,8,0.005710206995003569
CL0036803,Blouson cotton knit dress,876,27,5,0.005707762557077625
CL0034548,Cotton poplin tunic shirt,352,5,2,0.005681818181818182
CL0037105,Asymmetric hem jersey tank dress,705,6,4,0.005673758865248227
CL0036338,Floral print diamond knit dress,1412,23,8,0.0056657223796034
CL0036535,Floral embellished mesh surplice blouse,708,8,4,0.005649717514124294
CL0037207,Hacci knit wrap cardigan,1424,14,8,0.0056179775280898875
CL0037180,Cutout front poplin A-line midi dress,3029,21,17,0.005612413337735226
CL0028808,Retro poplin shirtdress,1965,61,11,0.0055979643765903305
CL0034526,Seamed empire cotton knit dress,1790,59,10,0.00558659217877095
CL0035437,Abstract print organza asymmetrical tunic,179,0,1,0.00558659217877095
CL0034298,Paisley print elephant border midi dress,1254,29,7,0.005582137161084529
CL0035578,Cotton knit fit-and-flare dress,896,20,5,0.005580357142857143
CL0036130,Emoji embellished jogger pants,359,8,2,0.005571030640668524
CL0035163,Belted stripe poplin dress,2155,55,12,0.005568445475638051
CL0034436,Contrast trim cotton knit dress,543,18,3,0.0055248618784530384
CL0034807,Floral embellished cotton knit dress,726,34,4,0.005509641873278237
CL0036612,V-neck fit-and-flare dress,908,22,5,0.005506607929515419
CL0026865,Brooklyn dress,1635,46,9,0.005504587155963303
CL0036777,Floral print chiffon contrast trim top,545,16,3,0.005504587155963303
CL0036913,Floral dot print chiffon asymmetrical tunic,909,25,5,0.005500550055005501
CL0037156,Chevron stripe colorblock maxi dress,12364,172,68,0.005499838240051763
CL0035165,Ellen dress,1092,15,6,0.005494505494505495
CL0035179,Virginia dress,3278,88,18,0.005491153142159854
CL0035695,Floral border print cotton sateen skirt,547,8,3,0.005484460694698354
CL0036323,Illusion yoke embellished poplin dress,912,14,5,0.005482456140350877
CL0036086,Graphic obi belt colorblock cotton knit dress,2189,34,12,0.00548195523069895
CL0035878,Chambray denim long skirt,3666,99,20,0.005455537370430988
CL0037205,Long hacci knit open front cardigan,1286,11,7,0.005443234836702955
CL0036484,Bird print crepe tank top,184,5,1,0.005434782608695652
CL0037130,Cotton check keyhole neck tank,370,0,2,0.005405405405405406
CL0037142,Graphic galloping horses print tank,740,27,4,0.005405405405405406
CL0036961,Graphic wave print cotton dress,1302,17,7,0.005376344086021506
CL0036780,Camo print sash waist crepe dress,1678,22,9,0.005363528009535161
CL0034505,Floral embroidered cotton knit skirt,933,24,5,0.0053590568060021436
CL0037192,Landscape print pleated cotton knit dress,1309,19,7,0.0053475935828877
CL0029087,Cotton knit shirtdress,936,25,5,0.005341880341880342
CL0037228,Elastic waist tile print maxi dress,2248,48,12,0.005338078291814947
CL0036026,Cotton crinkle embellished shift dress,377,5,2,0.005305039787798408
CL0035724,Floral print crepe A-line dress,757,28,4,0.005284015852047556
CL0035057,Havana dress,757,17,4,0.005284015852047556
CL0034934,Chelsea dress,570,25,3,0.005263157894736842
CL0036396,Landscape art print stretch crepe dress,1712,22,9,0.005257009345794392
CL0036895,Floral gold lace A-line dress,2855,62,15,0.005253940455341506
CL0036949,Contrast trim graphic print dress,3427,41,18,0.005252407353370295
CL0035845,Stripe voile dolman sleeve tunic,381,2,2,0.005249343832020997
CL0035816,Split neck soft crepe top,955,34,5,0.005235602094240838
CL0036412,Sash waist cotton blend top,1720,39,9,0.005232558139534884
CL0032061,Florence dress,575,9,3,0.0052173913043478265
CL0036260,Floral embellished empire waist poplin dress,2694,66,14,0.005196733481811433
CL0036727,Floral print crepe keyhole dress,1347,34,7,0.005196733481811433
CL0037035,V-neck strap crop tank,963,8,5,0.005192107995846314
CL0035492,Stretch twill ankle pants,578,13,3,0.005190311418685121
CL0036863,Jacquard knit drop yoke skirt,964,29,5,0.005186721991701245
CL0033370,Embroidered yoke cotton knit blouse,386,15,2,0.0051813471502590676
CL0036156,Butterfly print high-low hem chiffon dress,581,10,3,0.0051635111876075735
CL0036427,Floral print cotton knit wrap dress,1163,28,6,0.005159071367153913
CL0036958,Graphic wave print cotton skirt,777,20,4,0.005148005148005148
CL0033134,Cotton knit long skirt,389,13,2,0.005141388174807198
CL0034524,Contrast trim cotton knit shirtdress,1559,29,8,0.005131494547787043
CL0034895,Layered chiffon print swing tank,195,4,1,0.005128205128205128
CL0037127,Woven check cotton overlay tank,195,0,1,0.005128205128205128
CL0036470,Split neck lace overlay chambray dress,1171,25,6,0.005123825789923143
CL0036596,Floral eyelet cotton ruched empire blouse,976,36,5,0.005122950819672131
CL0032303,Floral embellished tulle dress,2148,39,11,0.005121042830540037
CL0035928,Jacquard check banded collar blazer,783,17,4,0.005108556832694764
CL0036336,Embellished gingham check shift dress,1176,28,6,0.00510204081632653
CL0036242,Graphic chevron print cotton shirtdress,589,13,3,0.0050933786078098476
CL0035919,Tropical floral print cotton empire dress,589,23,3,0.0050933786078098476
CL0035843,Stretch knit banded collar blazer,393,6,2,0.005089058524173028
CL0035620,Graphic floral vine embellished poplin dress,1574,39,8,0.005082592121982211
CL0036901,Side button cotton knit skirt,2165,18,11,0.005080831408775982
CL0036896,Empire waist stretch ottoman dress,1182,24,6,0.005076142131979695
CL0036555,Button front dot print tunic,198,3,1,0.005050505050505051
CL0036227,Draped kimono knit jacket,396,8,2,0.005050505050505051
CL0035861,Graphic embellished chiffon tank,792,14,4,0.005050505050505051
CL0034188,Scallop trim bird print dress,993,15,5,0.005035246727089627
CL0036931,Ruffle trim trapeze jersey dress,795,15,4,0.005031446540880503
CL0026833_OS,Name N/A,199,0,1,0.005025125628140704
CL0034482,Laser cut polka dot cotton knit dress,799,11,4,0.0050062578222778474
CL0037030,Floral stripe print corset dress,2000,36,10,0.005
CL0035030,Side pleat cotton knit sheath dress,1203,29,6,0.004987531172069825
CL0036807,Kimono sleeve crinkle cotton blouson dress,602,16,3,0.0049833887043189366
CL0036689,Off the shoulder blouson top,1405,25,7,0.00498220640569395
CL0036954,Bird print bolero style dress,3011,30,15,0.004981733643307871
CL0035564,Polka dot chiffon surplice dress,1807,30,9,0.004980630879911455
CL0036385,Graphic hat print shift dress,1007,14,5,0.004965243296921549
CL0035841,Fiona dress,1410,19,7,0.004964539007092199
CL0035829,Elastic belt banded stripe poplin dress,605,9,3,0.0049586776859504135
CL0036150,Faux leather buckle poplin shirtdress,202,2,1,0.0049504950495049506
CL0035525,Sash tie belt pleated crepe twill skirt,202,2,1,0.0049504950495049506
CL0036855,Ribbon stripe illusion yoke top,404,13,2,0.0049504950495049506
CL0031217,Havana dress,203,39,1,0.0049261083743842365
CL0036592,Floral embellished scallop collar shirt,409,5,2,0.004889975550122249
